frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
11,0.3666660472972973,826.1469116210938,252.39852905273438,835.3584594726562,246.0465087890625,818.0709228515625,242.57936096191406,846.8173828125,252.10769653320312,802.685546875,245.37205505371094,862.0574340820312,307.0074768066406,771.0013427734375,291.8827209472656,864.805908203125,371.9627380371094,752.8319702148438,355.6161804199219,841.567626953125,421.5074462890625,769.6215209960938,412.6291809082031,813.4531860351562,426.6099548339844,755.8112182617188,411.8140563964844,805.42919921875,513.5638427734375,757.3702392578125,459.6358642578125,799.0477905273438,607.5457763671875,783.6404418945312,526.7888793945312
12,0.39999932432432433,827.8294067382812,252.89974975585938,837.2218627929688,246.67408752441406,819.9025268554688,242.74545288085938,848.6126098632812,252.71298217773438,804.3650512695312,245.13804626464844,864.4074096679688,306.91107177734375,772.3011474609375,292.5932312011719,864.458740234375,371.49078369140625,758.0369873046875,361.2912902832031,842.5928344726562,421.4311828613281,771.2042236328125,417.38262939453125,814.4056396484375,428.5101318359375,755.17724609375,412.3515319824219,803.0704345703125,514.2265625,747.6663208007812,452.1383361816406,799.4027709960938,608.408447265625,777.5475463867188,514.5682983398438
13,0.4333326013513514,830.6734619140625,252.2390899658203,839.2192993164062,245.38536071777344,822.3909301757812,242.8382110595703,849.2696533203125,249.9280548095703,805.9588623046875,244.8703155517578,864.6129760742188,303.3329162597656,777.2273559570312,294.483642578125,865.8651733398438,370.4486083984375,762.2406005859375,364.5450439453125,843.7412719726562,422.03857421875,769.1892700195312,422.3755187988281,819.567138671875,422.780029296875,765.8839111328125,411.97357177734375,805.2275390625,512.4339599609375,764.2144775390625,471.1763916015625,792.7252197265625,603.0549926757812,785.6903686523438,539.8839721679688
14,0.46666587837837836,831.157958984375,252.1260986328125,840.1769409179688,245.46600341796875,823.0590209960938,243.0157928466797,850.9509887695312,250.15762329101562,807.2362060546875,244.91712951660156,863.9481811523438,303.3756408691406,780.6278076171875,294.46441650390625,869.093017578125,371.08978271484375,762.9292602539062,362.4034729003906,847.040771484375,422.0189208984375,767.1881713867188,420.2873840332031,821.9630126953125,420.1526184082031,771.7570190429688,411.1398620605469,808.5079345703125,513.4945068359375,776.7080078125,483.26446533203125,790.6712646484375,600.9735717773438,794.397216796875,557.23876953125
15,0.4999991554054054,832.189208984375,252.42654418945312,841.1349487304688,245.7195587158203,824.0635986328125,242.98516845703125,851.9247436523438,250.4021759033203,808.23974609375,244.82571411132812,867.0689086914062,302.95086669921875,781.1552124023438,294.7856750488281,868.8809204101562,369.9109191894531,765.5300903320312,366.6334533691406,847.7605590820312,422.6685485839844,765.4140625,427.8025207519531,824.102783203125,420.58795166015625,771.3804931640625,409.910400390625,807.2865600585938,511.1604309082031,766.5686645507812,470.2880554199219,793.656494140625,602.1187744140625,788.0997924804688,540.4468994140625
16,0.5333324324324324,832.4386596679688,252.24598693847656,841.54833984375,245.60208129882812,824.5712890625,243.16558837890625,852.2717895507812,250.3572998046875,809.0965576171875,245.11572265625,865.1212768554688,302.7754211425781,782.4867553710938,296.0721740722656,870.9342041015625,369.89263916015625,763.0472412109375,366.7647705078125,849.1736450195312,422.6133728027344,760.6018676757812,426.58074951171875,823.8607788085938,419.66650390625,774.2191162109375,411.4958190917969,809.058837890625,511.7655334472656,776.62548828125,482.75567626953125,790.7606811523438,599.8372192382812,794.4576416015625,557.7431030273438
17,0.5666657094594595,832.1820678710938,252.85308837890625,841.22412109375,246.2534637451172,824.3069458007812,243.6367950439453,852.20654296875,251.36990356445312,809.1530151367188,246.0743408203125,866.8873901367188,303.5482482910156,782.2794799804688,296.6873474121094,870.1597900390625,368.0003967285156,762.4208984375,366.0006408691406,848.2986450195312,421.4636535644531,756.1785888671875,423.0596618652344,823.7874755859375,419.8882751464844,772.4000244140625,409.9898986816406,806.6016235351562,509.9423828125,767.794921875,472.15948486328125,792.6271362304688,601.3065185546875,788.4660034179688,543.9671020507812
18,0.5999989864864865,832.9134521484375,254.62657165527344,842.3920288085938,248.64990234375,825.2242431640625,244.9931640625,853.4432983398438,255.24581909179688,809.359375,248.47796630859375,866.5977783203125,306.3955078125,779.3765258789062,298.3064270019531,869.520751953125,367.5863342285156,759.830322265625,371.5246276855469,848.1228637695312,421.40179443359375,755.10400390625,429.07318115234375,818.3927001953125,422.13262939453125,762.8017578125,409.0591735839844,804.2277221679688,512.5748901367188,752.856201171875,460.3022155761719,796.6298828125,606.8799438476562,777.7665405273438,528.0982666015625
19,0.6333322635135136,833.3374633789062,255.53590393066406,842.6436767578125,249.55824279785156,825.5260009765625,246.08438110351562,853.2024536132812,256.15704345703125,809.0338745117188,249.78579711914062,866.7666015625,306.7621765136719,779.4868774414062,300.18701171875,871.3740234375,366.7460021972656,759.86767578125,373.4464111328125,849.195556640625,421.3536376953125,753.033935546875,431.95794677734375,820.3311767578125,422.24920654296875,765.0079956054688,409.9776611328125,803.9658813476562,512.0910034179688,753.8310546875,462.462646484375,794.993408203125,605.3607177734375,778.2605590820312,530.646484375
20,0.6666655405405405,836.19482421875,256.5231018066406,844.124267578125,249.79498291015625,827.9518432617188,247.15634155273438,852.5963745117188,254.83628845214844,809.6854248046875,249.6383056640625,869.1082153320312,305.6905822753906,780.315185546875,300.2497253417969,872.2737426757812,367.4029235839844,763.0942993164062,371.5979919433594,850.1986083984375,422.61761474609375,752.8135375976562,429.32916259765625,824.8142700195312,421.461181640625,769.80322265625,410.1500549316406,803.8394775390625,508.4091491699219,754.3582763671875,460.32305908203125,793.19677734375,603.17138671875,777.53857421875,527.4357299804688
21,0.6999988175675675,835.6552734375,258.19195556640625,843.2542114257812,251.51272583007812,827.4789428710938,248.7082977294922,851.79150390625,255.99417114257812,808.9027099609375,250.4886474609375,868.937255859375,306.276123046875,779.719482421875,299.6278381347656,873.4558715820312,368.85992431640625,766.0199584960938,371.8973083496094,851.622802734375,424.9100341796875,753.8361206054688,432.22705078125,825.6251831054688,418.6723937988281,769.5257568359375,406.7034606933594,800.2738037109375,503.7987976074219,749.5418090820312,456.7618713378906,793.6290893554688,598.9400634765625,772.7499389648438,526.1275634765625
22,0.7333320945945946,835.0135498046875,260.1485290527344,844.27294921875,254.18170166015625,827.3416137695312,250.09962463378906,854.8357543945312,260.0939025878906,810.7229614257812,252.3956298828125,869.5086669921875,309.4220275878906,781.2677612304688,300.62152099609375,871.79296875,368.82110595703125,765.0772705078125,375.0530700683594,851.8858032226562,425.031494140625,757.7029418945312,434.7976379394531,822.4328002929688,423.57696533203125,765.248046875,408.3133239746094,801.0700073242188,510.0174255371094,741.762451171875,447.80157470703125,797.6851196289062,607.0515747070312,770.8710327148438,511.8511962890625
23,0.7666653716216216,838.5672607421875,260.3338623046875,845.9718627929688,253.77984619140625,830.50341796875,250.17013549804688,853.8121948242188,258.1103210449219,810.8619384765625,250.9983367919922,872.1229858398438,308.4389343261719,780.9155883789062,299.7933654785156,874.1676025390625,370.84576416015625,770.6730346679688,373.5030212402344,853.7424926757812,427.6935119628906,756.9791259765625,435.7771911621094,827.6485595703125,422.4093017578125,769.5984497070312,407.7108459472656,797.7567749023438,502.9388732910156,739.80859375,445.1395263671875,792.7316284179688,601.7553100585938,764.6668090820312,511.82098388671875
24,0.7999986486486487,838.9274291992188,261.2873229980469,846.9012451171875,254.821533203125,831.2200927734375,250.97418212890625,855.4501953125,258.9662780761719,812.6929321289062,251.20091247558594,872.2805786132812,308.8695983886719,782.5042724609375,299.7173767089844,872.7106323242188,371.5252990722656,770.1793823242188,373.6435852050781,853.7886962890625,427.67938232421875,757.0138549804688,435.7809753417969,827.22607421875,421.271240234375,770.2232666015625,406.8175354003906,798.3094482421875,502.16314697265625,741.64892578125,446.1595458984375,792.9655151367188,600.2447509765625,766.3500366210938,513.9628295898438
25,0.8333319256756757,838.4539794921875,261.9584655761719,847.0869750976562,255.66806030273438,830.9903564453125,251.6044921875,856.7261352539062,259.99688720703125,813.5787963867188,251.66477966308594,872.9954833984375,309.64703369140625,783.5689697265625,299.782958984375,872.5662841796875,372.3702697753906,769.4828491210938,372.81195068359375,853.7200317382812,427.8907470703125,755.419189453125,433.249755859375,827.2964477539062,420.36553955078125,770.688720703125,405.801513671875,798.7203979492188,501.70587158203125,742.8923950195312,446.5784606933594,793.0786743164062,598.5011596679688,768.4612426757812,514.6093139648438
26,0.8666652027027028,839.7586059570312,261.75396728515625,848.2919921875,255.4896240234375,832.2396240234375,251.10614013671875,857.8308715820312,260.2013244628906,814.6735229492188,251.42120361328125,875.1744384765625,310.5460205078125,783.8487548828125,299.08306884765625,872.27001953125,373.5858459472656,769.5718383789062,372.0521545410156,853.0978393554688,428.1505432128906,754.5668334960938,429.98089599609375,826.786865234375,420.9846496582031,768.3442993164062,404.4557800292969,797.6818237304688,500.93695068359375,735.829833984375,438.41937255859375,793.9920654296875,600.6986694335938,761.3121948242188,504.8722229003906
27,0.8999984797297298,841.0382080078125,261.34613037109375,849.8014526367188,255.2733154296875,833.672119140625,251.04351806640625,859.2689819335938,260.2607116699219,816.1375122070312,251.50572204589844,873.997314453125,310.7671813964844,785.1080322265625,299.5907287597656,873.2615356445312,374.3045654296875,767.8690185546875,371.2230529785156,852.8833618164062,427.3975830078125,753.0740966796875,430.07989501953125,826.5635375976562,418.8528137207031,770.7703247070312,404.3458251953125,801.0025634765625,502.8133239746094,748.6934204101562,450.1404113769531,793.3483276367188,597.4463500976562,772.8956909179688,518.5266723632812
28,0.9333317567567567,842.31494140625,261.06744384765625,851.93603515625,254.80172729492188,834.9431762695312,251.59019470214844,862.1329956054688,259.76593017578125,818.1221923828125,252.3559112548828,870.669921875,311.0916442871094,789.3043823242188,301.9065856933594,875.7862548828125,377.2761535644531,761.1573486328125,369.6597595214844,851.6903076171875,426.9250793457031,751.9401245117188,430.2157897949219,827.33349609375,417.792724609375,779.2152099609375,409.3575439453125,810.5982666015625,510.7697448730469,781.8465576171875,486.33453369140625,786.4544067382812,595.55712890625,795.9307250976562,563.1707153320312
29,0.9666650337837838,844.3394165039062,261.5646667480469,853.8154296875,255.26702880859375,836.8784790039062,251.90318298339844,863.4937744140625,259.58978271484375,819.0576782226562,251.7841339111328,871.2551879882812,310.2499694824219,789.5628051757812,300.1580505371094,877.0532836914062,376.3520202636719,759.9242553710938,366.6740417480469,853.2053833007812,426.9485778808594,749.9813232421875,427.3445129394531,828.0289306640625,416.6903381347656,779.8358764648438,408.1285095214844,813.2147216796875,511.2856750488281,785.5770874023438,487.3891906738281,786.4140014648438,596.169921875,797.9229736328125,565.1812133789062
30,0.9999983108108108,845.375244140625,261.718505859375,855.1497192382812,255.52053833007812,837.973876953125,251.93643188476562,865.2387084960938,259.88580322265625,820.009033203125,251.5480499267578,873.0931396484375,310.02764892578125,789.7025146484375,299.0010070800781,879.323974609375,376.0257568359375,758.2565307617188,364.4817199707031,854.4454956054688,425.5697021484375,746.7234497070312,423.4453430175781,828.4522094726562,415.07867431640625,779.1804809570312,405.9299621582031,813.6813354492188,509.58453369140625,784.6407470703125,484.54339599609375,787.0723266601562,594.6845092773438,798.120849609375,562.3388061523438
31,1.033331587837838,846.4892578125,261.8368835449219,856.36572265625,255.62774658203125,839.1558837890625,251.96376037597656,866.962646484375,259.6150817871094,821.806396484375,251.22132873535156,875.0442504882812,309.3608093261719,791.3306274414062,297.41497802734375,880.62158203125,375.25677490234375,758.3635864257812,361.7288818359375,855.7234497070312,425.21075439453125,746.9046020507812,420.3782043457031,828.2205200195312,414.5274658203125,778.7122802734375,404.7168884277344,814.4752197265625,509.1075744628906,785.145263671875,482.4344177246094,787.41845703125,595.169189453125,797.7513427734375,560.28515625
32,1.066664864864865,848.4072265625,262.2535400390625,858.1740112304688,255.86705017089844,840.9943237304688,252.32272338867188,868.3292846679688,259.305419921875,822.9395751953125,251.03927612304688,874.9900512695312,309.0750427246094,791.9429321289062,296.7491760253906,881.9599609375,375.5660095214844,757.7974853515625,359.6872253417969,855.3330688476562,425.920654296875,749.3571166992188,417.5164489746094,827.6155395507812,414.6875915527344,778.8133544921875,405.5912780761719,816.0867919921875,507.53314208984375,790.2723999023438,485.6829833984375,785.1717529296875,595.5345458984375,799.8690185546875,568.7796020507812
33,1.0999981418918918,849.4265747070312,262.0152587890625,859.3538208007812,255.65768432617188,842.1950073242188,252.11346435546875,869.9061889648438,258.9898986816406,824.8681640625,250.7521209716797,876.234375,308.6425476074219,793.5414428710938,295.7225341796875,882.2784423828125,375.7648620605469,759.2185668945312,358.12646484375,854.199951171875,425.5354919433594,752.9130859375,415.69970703125,826.1557006835938,415.219482421875,777.2300415039062,405.8699035644531,816.05029296875,508.6890563964844,788.9391479492188,487.2364501953125,785.7579956054688,595.6884155273438,797.1005859375,569.6752319335938
34,1.133331418918919,850.595947265625,261.92962646484375,860.4492797851562,255.61944580078125,843.41455078125,251.7996063232422,870.9432983398438,258.7362060546875,826.0897827148438,250.0404510498047,878.8758544921875,307.6724548339844,794.5404052734375,294.5366516113281,882.3999633789062,373.9178466796875,762.58056640625,358.1385498046875,854.8806762695312,425.15313720703125,753.752197265625,416.4512634277344,828.3106079101562,414.20947265625,777.8782348632812,403.26666259765625,814.9280395507812,507.44384765625,782.8382568359375,477.64501953125,787.8530883789062,594.0733032226562,794.7622680664062,554.3772583007812
35,1.166664695945946,853.7001342773438,261.6227111816406,862.9437255859375,255.1360626220703,846.3268432617188,251.34323120117188,872.1406860351562,258.00213623046875,827.7551879882812,249.47679138183594,881.5111083984375,307.19573974609375,794.806396484375,294.115966796875,883.231201171875,373.5668029785156,765.0355224609375,358.83343505859375,854.7725830078125,426.2152099609375,754.6139526367188,416.43267822265625,829.7569580078125,415.7755432128906,777.3409423828125,403.58990478515625,814.0081176757812,506.9160461425781,776.5564575195312,470.1524963378906,790.1011352539062,592.8318481445312,791.170654296875,541.087890625
36,1.199997972972973,855.1696166992188,260.2978210449219,864.4194946289062,253.90692138671875,847.760009765625,250.02159118652344,873.4306640625,257.3031311035156,829.1273193359375,248.6197967529297,882.4544067382812,307.14349365234375,795.6273803710938,294.1614685058594,883.7554931640625,372.90509033203125,765.9058227539062,358.97821044921875,856.8819580078125,425.5128479003906,755.6527099609375,415.0418701171875,829.6241455078125,416.34100341796875,777.2817993164062,404.14337158203125,814.8659057617188,506.0292053222656,777.7689208984375,468.92376708984375,788.6431274414062,591.3922119140625,791.1641845703125,539.36669921875
37,1.23333125,856.5231323242188,259.08087158203125,865.7926025390625,252.75820922851562,849.2455444335938,248.83120727539062,874.5328979492188,256.31390380859375,830.7781372070312,247.4072265625,882.6090698242188,306.4586486816406,797.2131958007812,293.97747802734375,885.1498413085938,372.2601623535156,767.0751953125,360.3958435058594,861.76806640625,423.8543701171875,758.796142578125,417.9618835449219,831.1370239257812,414.96832275390625,780.1903076171875,403.6692199707031,816.1730346679688,503.54296875,783.1649780273438,469.76690673828125,787.2110595703125,589.14013671875,795.5525512695312,542.8739013671875
38,1.2666645270270271,857.5859985351562,258.6600646972656,866.9160766601562,252.24386596679688,850.3378295898438,248.67770385742188,875.6071166992188,255.55929565429688,832.0430908203125,247.166015625,881.1832275390625,305.3408508300781,799.561767578125,293.9046936035156,885.9275512695312,371.72991943359375,768.64501953125,360.73309326171875,867.4537963867188,425.2352294921875,761.640869140625,420.6170959472656,831.8986206054688,412.5936279296875,783.53515625,403.3034362792969,819.3416748046875,503.16815185546875,791.2896118164062,477.67022705078125,788.9473876953125,587.3726806640625,800.6878662109375,554.4514770507812
39,1.299997804054054,858.0162963867188,258.5647888183594,867.2828979492188,252.06324768066406,850.7490234375,248.6978302001953,876.1485595703125,255.30044555664062,832.959228515625,247.36981201171875,881.4722290039062,304.65972900390625,800.6265869140625,293.37506103515625,887.6729125976562,369.358642578125,768.9947509765625,359.5622863769531,875.502685546875,421.7825012207031,762.547607421875,420.76898193359375,830.6111450195312,411.3724060058594,782.5520629882812,402.1710205078125,819.1299438476562,501.8114013671875,790.1115112304688,475.8953857421875,790.9989624023438,587.6337280273438,798.6304321289062,553.4051513671875
40,1.333331081081081,858.1094970703125,258.8533630371094,866.5728759765625,251.90187072753906,850.8184814453125,248.58763122558594,873.4165649414062,254.49642944335938,832.4818115234375,247.08656311035156,880.706298828125,304.0636291503906,798.5707397460938,293.35858154296875,890.9887084960938,368.4319763183594,770.1435546875,359.25201416015625,888.0211181640625,425.75933837890625,764.6029052734375,421.74713134765625,829.0411987304688,412.4644775390625,780.6647338867188,403.4853515625,815.8180541992188,496.56463623046875,780.7456665039062,471.2674255371094,788.9766235351562,583.5587768554688,786.2179565429688,549.2020874023438
41,1.3666643581081082,859.0191650390625,259.1632995605469,867.8944091796875,252.5124969482422,851.2444458007812,248.9380645751953,876.4278564453125,255.78378295898438,832.793212890625,247.63409423828125,884.177978515625,305.675048828125,799.5144653320312,293.2901611328125,889.9281616210938,368.1695861816406,771.2195434570312,360.87542724609375,894.33740234375,423.8959045410156,763.42919921875,420.7998962402344,830.3701782226562,413.6144714355469,779.4472045898438,401.7165222167969,816.1361083984375,501.6334228515625,778.8552856445312,460.7464294433594,792.1455688476562,589.7481689453125,790.9361572265625,530.208984375
42,1.399997635135135,859.091552734375,259.0653991699219,867.8831176757812,252.2249755859375,851.08349609375,249.2310028076172,876.4627075195312,255.2808074951172,832.824462890625,248.2374267578125,883.2771606445312,305.2494201660156,800.9243774414062,294.3647155761719,894.3818969726562,366.8974609375,769.8576049804688,361.1443786621094,903.4031372070312,418.80108642578125,765.1956176757812,423.03778076171875,832.3590698242188,412.4923095703125,783.7172241210938,403.1524353027344,820.0147705078125,501.7923889160156,790.3842163085938,471.8466796875,791.5198364257812,587.58251953125,797.0744018554688,545.5508422851562
43,1.4333309121621622,858.4749755859375,259.5806579589844,868.2094116210938,252.84722900390625,850.08935546875,249.9093017578125,878.5655517578125,256.21630859375,832.287841796875,249.59033203125,882.4502563476562,307.05059814453125,802.143310546875,296.1640319824219,900.4967651367188,368.2743225097656,770.8412475585938,362.0171813964844,914.1972045898438,418.8055725097656,766.97265625,422.7458801269531,833.0513305664062,413.9170837402344,785.6563110351562,405.9023132324219,826.5743408203125,506.3661193847656,803.953369140625,485.441162109375,794.1773071289062,589.675537109375,806.4210205078125,566.783935546875
44,1.4666641891891892,860.3707275390625,260.59246826171875,869.8886108398438,252.84458923339844,851.8289794921875,250.59397888183594,878.9092407226562,255.91815185546875,832.8256225585938,250.27426147460938,881.4617309570312,308.0401306152344,804.6710815429688,296.1182861328125,904.2362670898438,371.0851135253906,771.5977783203125,359.5812683105469,925.2149658203125,411.1886901855469,772.1893920898438,425.7066955566406,833.4202270507812,417.58929443359375,788.2301025390625,410.89703369140625,821.7991943359375,506.6379089355469,805.3067016601562,493.29364013671875,797.3214111328125,588.1592407226562,806.5040283203125,573.560546875
45,1.4999974662162163,861.3931884765625,260.8482666015625,871.0283203125,253.39393615722656,853.0105590820312,250.48764038085938,879.8049926757812,257.0046691894531,833.4512329101562,249.96792602539062,883.1603393554688,309.4588623046875,803.5962524414062,295.8169250488281,910.147216796875,372.132568359375,774.5960083007812,359.4451904296875,936.6039428710938,412.7486572265625,772.9017333984375,424.75775146484375,830.4589233398438,417.7556457519531,783.5242919921875,409.1765441894531,820.9681396484375,506.3000183105469,799.9483032226562,485.68536376953125,797.3075561523438,588.4025268554688,803.2871704101562,563.252685546875
46,1.5333307432432433,863.1618041992188,261.46044921875,872.7684936523438,254.28457641601562,855.0125122070312,250.83132934570312,880.8807983398438,258.40167236328125,834.7139892578125,250.12997436523438,885.01025390625,311.09844970703125,802.7101440429688,296.5508728027344,915.4700317382812,372.9106750488281,776.1901245117188,360.4308776855469,946.8865966796875,414.7412414550781,773.71142578125,424.944580078125,829.6893310546875,420.540283203125,781.0722045898438,410.7818603515625,820.1734008789062,506.0302429199219,794.8002319335938,480.31048583984375,797.527099609375,589.5783081054688,800.573974609375,556.480712890625
47,1.5666640202702702,863.1830444335938,261.9175720214844,873.0967407226562,255.486572265625,855.0616455078125,251.1326904296875,883.2628173828125,260.34552001953125,837.177734375,250.50790405273438,892.5900268554688,313.2777099609375,802.0838623046875,297.3495178222656,918.7055053710938,372.0730285644531,777.65478515625,366.9188232421875,952.368408203125,422.8596496582031,770.3425903320312,424.0623474121094,830.8407592773438,420.9932556152344,776.1981811523438,405.9237976074219,818.1103515625,508.45928955078125,776.0135498046875,456.9003601074219,797.24951171875,592.1858520507812,793.0824584960938,519.6412353515625
48,1.5999972972972973,864.4959716796875,262.63055419921875,874.6543579101562,256.4351806640625,856.7481079101562,251.53945922851562,884.9228515625,261.74005126953125,839.1312255859375,250.7911376953125,896.0272827148438,313.7510070800781,802.8109130859375,297.9339294433594,920.4155883789062,369.4209899902344,779.8999633789062,367.559814453125,953.0270385742188,422.30621337890625,769.1775512695312,422.4913330078125,832.8568725585938,422.1844482421875,775.7957153320312,405.3455810546875,815.9548950195312,508.4809875488281,765.4537353515625,447.6595764160156,799.606689453125,592.7586669921875,788.1541748046875,504.7981262207031
